Marker,site,Batch,IC50_uM_(+)-SJ733,IC50_uM_17-DMAG (Alvespimycin) HCl,IC50_uM_Abexinostat,IC50_uM_Aclarubicin hydrochloride,IC50_uM_Actinomycin D,IC50_uM_Afatinib,IC50_uM_Aloxistatin,IC50_uM_Alpelisib,IC50_uM_AR-42(HDAC-42),IC50_uM_Artefenomel,IC50_uM_Artemether,IC50_uM_Artemisinin,IC50_uM_Artemisone,IC50_uM_Artemotil,IC50_uM_Artenimol,IC50_uM_Astemizole,IC50_uM_AT9283,IC50_uM_Atovaquone,IC50_uM_Auranofin,IC50_uM_AZ-23,IC50_uM_AZD-5597,IC50_uM_Azoxystrobin,IC50_uM_Batimastat,IC50_uM_Berzosertib,IC50_uM_BI 2536,IC50_uM_Birinapant,IC50_uM_BMS-791325 hydrochloride,IC50_uM_Bortezomib,IC50_uM_Brigatinib,IC50_uM_Buparvaquone,IC50_uM_Carfilzomib,IC50_uM_Cebranopadol,IC50_uM_CEPHARANTHINE,IC50_uM_CGP-60474,IC50_uM_CHIR-124,IC50_uM_Chlorhexidine HCl,IC50_uM_Chloroquine,IC50_uM_Cinchonidine,IC50_uM_Cinnamedrine,IC50_uM_Cipargamin,IC50_uM_Clobetasone butyrate,IC50_uM_Clotrimazole,IC50_uM_CP-673451,IC50_uM_Crizotinib,IC50_uM_CUDC-101,IC50_uM_CUDC-907,IC50_uM_Cycloheximide,IC50_uM_Dabrafenib,IC50_uM_Dacinostat,IC50_uM_Daunomycin HCL,IC50_uM_Decamethonium bromide,IC50_uM_DECOQUINATE,IC50_uM_Defactinib,IC50_uM_Dicyclopentamethylenethiuram disulfide,IC50_uM_Difeterol,IC50_uM_diphenyleneiodonium,IC50_uM_Dipyrithione,IC50_uM_Doxorubicin,IC50_uM_Duloxetine hydrochloride,IC50_uM_Echinomycin,IC50_uM_ECONAZOLE NITRATE,IC50_uM_Elesclomol (STA-4783),IC50_uM_ELQ-300,IC50_uM_Encorafenib,IC50_uM_Epothilone A,IC50_uM_Epoxomicin,IC50_uM_Ethylhexadecyldimethylammonium bromide,IC50_uM_Ferroquine,IC50_uM_Fidaxomicin,IC50_uM_Flumatinib mesylate,IC50_uM_Glyparamide,IC50_uM_GNF-2,IC50_uM_Go-6976,IC50_uM_GSK-2126458,IC50_uM_GW-2580,IC50_uM_GZD-824,IC50_uM_Halofantrine,IC50_uM_Haloxon,IC50_uM_Hesperadin,IC50_uM_Hydroquinine,IC50_uM_HYDROQUININE HYDROBROMIDE HYDRATE,IC50_uM_Hydroxychloroquine sulfate,IC50_uM_Idarubicin hydrochloride,IC50_uM_INK-128,IC50_uM_Isradipine,IC50_uM_KRP-203,IC50_uM_Lapatinib,IC50_uM_Lestaurtinib,IC50_uM_Lumefantrine,IC50_uM_LY2874455,IC50_uM_Malachite Green Oxalate,IC50_uM_Marizomib / Salinosporamide A,IC50_uM_Mefloquine,IC50_uM_Methotrexate,IC50_uM_Methylbenzethonium chloride,IC50_uM_Methylrosaniline chloride,IC50_uM_MG-132,IC50_uM_Milciclib,IC50_uM_MK-1775,IC50_uM_NCGC00016373-13,IC50_uM_NCGC00052276-02,IC50_uM_NCGC00090168-01,IC50_uM_NCGC00090208-01,IC50_uM_NCGC00091231-02,IC50_uM_NCGC00098192-01,IC50_uM_NCGC00100513-01,IC50_uM_NCGC00100738-01,IC50_uM_NCGC00108995-02,IC50_uM_NCGC00114972-02,IC50_uM_NCGC00115685-01,IC50_uM_NCGC00162398-11,IC50_uM_NCGC00181375-01,IC50_uM_NCGC00185323-05,IC50_uM_NCGC00249372-02,IC50_uM_NCGC00356154-01,IC50_uM_NCGC00380396-02,IC50_uM_NCGC00388587-02,IC50_uM_NCGC00389104-02,IC50_uM_NCGC00412395-01,IC50_uM_NCGC00412536-01,IC50_uM_NCGC00412552-01,IC50_uM_NCGC00413871-01,IC50_uM_NCGC00417201-01,IC50_uM_NCGC00421178-01,IC50_uM_NCGC00441011-01,IC50_uM_NCGC00454902-01,IC50_uM_NCGC00465444-01,IC50_uM_NCGC00479600-01,IC50_uM_NCGC00482483-01,IC50_uM_NCGC00589069-05,IC50_uM_Nemorubicin,IC50_uM_Nilotinib,IC50_uM_Nintedanib,IC50_uM_Nitromersol,IC50_uM_NVP-AUY922,IC50_uM_NVP-BGT226,IC50_uM_Omacetaxine mepesuccinate,IC50_uM_OTS-167,IC50_uM_Paclitaxel,IC50_uM_Pamicogrel,IC50_uM_Panobinostat,IC50_uM_Paritaprevir,IC50_uM_Penfluridol,IC50_uM_Pentamidine isethionate,IC50_uM_PF-03814735,IC50_uM_PF-04691502,IC50_uM_PF-04979064,IC50_uM_PIK-90,IC50_uM_Piperaquine,IC50_uM_PKC-412,IC50_uM_Plicamycin,IC50_uM_Ponatinib,IC50_uM_PQ401,IC50_uM_Prexasertib,IC50_uM_Proglumetacin,IC50_uM_Propafenone hydrochloride,IC50_uM_Puromycin (hydrochloride),IC50_uM_Pyronaridine Tetraphosphate,IC50_uM_Quisinostat,IC50_uM_R-1530,IC50_uM_R306465,IC50_uM_REP 8839,IC50_uM_Rifampin,"IC50_uM_Romidepsin (FK228, depsipeptide)",IC50_uM_Salinomycin,IC50_uM_Selonsertib,IC50_uM_Sodium Monensin,IC50_uM_SSR-504734,IC50_uM_Staurosporine,IC50_uM_SULOCTIDIL,IC50_uM_Sunitinib malate,IC50_uM_Symadex,IC50_uM_TAE-684,IC50_uM_Temsirolimus,IC50_uM_Tetradonium bromide,IC50_uM_Tetrahydroberberine,IC50_uM_Tetrandrine,IC50_uM_TG-101209,IC50_uM_TG-101348,IC50_uM_Tilorone,IC50_uM_Tolterodine Tartrate,IC50_uM_Trametinib,IC50_uM_Trifloxystrobin,IC50_uM_UNC-0638,IC50_uM_VE-821,IC50_uM_Verapamil,IC50_uM_Vincristine sulfate,IC50_uM_Volasertib,IC50_uM_Vorinostat (SAHA),IC50_uM_Voruciclib,IC50_uM_Watanidipine,IC50_uM_XL-228,IC50_uM_XL-647,IC50_uM_Zaldaride maleate,IC50_uM_Zinc pyrithione,IC50_uM_ZM-447439,IC50_uM_ZSTK-474
DE167,SC,3,0.056173,0.123487,0.24727,0.228623,0.002279,6.305261,0.175195,11.855891,0.040144,0.02559,0.040163,0.046355,0.00703,0.035233,0.021452,1.859429,0.909083,0.00564,1.976611,1.025791,1.763823,0.058626,0.559934,0.018009,0.282559,1.339983,16.469904,0.100032,3.116537,0.020171,0.031983,0.352992,NA,0.716821,0.34311,0.803677,1.55481,1.285826,1.946289,0.001577,1.77974,2.271042,4.596747,1.999769,0.048933,0.021981,0.489263,2.52948,0.061176,0.478504,8.962451,NA,1.259914,9.79655,0.579393,0.556606,0.647435,0.548595,0.638475,0.00253,3.944266,0.110706,0.066925,3.25751,NA,0.031025,4.156267,0.048162,1.129349,0.178566,19.570089,5.592245,7.920493,0.111671,18.795481,0.527443,0.013608,4.900789,1.329653,0.720001,0.577552,11.002344,2.859601,0.623454,24.937656,6.293122,2.435519,0.552605,0.160478,2.976102,0.356294,0.044785,0.051247,0.269634,1.377931,0.195526,0.06537,2.633241,1.177583,1.663727,3.197025,3.675181,22.912926,0.333106,0.886578,0.809648,0.107662,0.729856,1.993467,1.796737,0.788683,2.560727,5.226651,4.130624,0.175165,4.421949,1.446568,2.04454,7.197256,1.212873,1.601084,27.45015,4.106796,11.956954,22.382578,8.784298,11.938002,6.885151,0.732779,0.020381,0.012323,NA,0.511665,4.226617,0.040171,0.004062,0.017909,0.368363,0.564998,9.721505,0.039325,2.498168,1.568455,0.565685,2.476969,1.240083,0.005134,8.69166,0.016104,0.698223,0.159832,1.170883,0.646175,1.169637,4.125271,1.108499,0.090574,0.017836,0.012572,4.041711,8.849755,2.445356,6.195902,1.055974,0.279886,5.860662,0.007903,4.633994,0.156765,0.568091,2.007197,1.133217,1.331789,6.74853,5.886641,6.755369,2.053005,0.905471,0.491688,2.220717,2.08853,0.139938,0.234584,0.279812,0.260089,12.306679,NA,0.893446,0.254386,1.084127,2.373994,1.500637,1.111165,8.762245,0.632123,2.76291,NA
DE190,SC,3,0.127738,0.121032,0.18929,0.137115,0.004512,5.027114,0.669754,18.363363,0.055816,0.025913,0.033608,0.073095,0.008575,0.03995,0.017775,1.670893,1.31542,0.002085,2.160295,1.323029,2.045049,0.029513,0.488154,0.183341,0.353314,NA,NA,0.051089,3.479894,0.023501,0.052633,0.7524,12.317949,1.166893,0.40922,0.305195,1.385832,1.511311,1.734728,0.002882,0.952024,2.300334,3.337054,1.981562,0.055463,0.024713,0.504486,NA,0.097518,0.455587,14.571588,0.047256,2.311157,2.189724,0.75031,0.293012,0.665973,0.415745,0.757516,0.004201,4.016182,0.127025,0.043707,NA,NA,0.035529,8.526156,0.051073,2.075967,0.180726,5.883435,13.614205,5.844359,0.20853,13.770365,0.828652,0.026459,8.235821,2.602295,0.808778,0.667205,18.061021,8.103611,0.733565,NA,8.132898,3.447759,0.629605,0.064495,2.470791,0.092251,0.058814,0.059762,0.299816,1.092464,0.168704,0.115299,5.009851,2.485984,1.421031,2.616662,1.129598,15.052584,0.397399,0.789599,1.063299,0.063168,0.232615,2.079255,1.566008,0.726779,1.994681,3.381575,6.237387,0.524792,6.862042,4.17552,3.695291,7.29557,3.037653,5.800182,21.974079,3.775118,12.575318,NA,24.937656,12.082113,7.652209,0.838518,0.019505,0.006707,0.244588,0.579129,9.143279,0.090673,0.008319,0.032574,0.787957,1.461573,9.140083,0.048837,2.938153,NA,0.587398,6.844457,1.895316,0.021671,7.352405,0.0239,0.923142,0.137919,1.411398,1.2852,7.978014,2.431734,1.169697,0.124943,0.015987,0.010066,0.743079,8.27093,2.353868,3.479276,0.465978,0.656667,8.936607,0.040469,6.466353,0.163959,0.734816,2.112189,1.734036,0.960897,9.207827,5.019334,6.355864,1.945184,1.168249,0.667415,2.948253,1.839773,0.22033,0.110212,0.222659,1.008736,NA,13.441702,0.853004,0.563193,1.386142,1.464552,2.93587,1.245564,9.470402,0.645524,1.272736,2.039763
DE205,SC,3,0.137997,0.106252,0.189551,0.199692,0.00393,4.128662,0.616399,NA,0.066252,0.020325,0.038026,0.058493,0.005291,0.029784,0.018768,1.530249,1.749042,0.002174,1.952501,1.658307,2.107609,0.029198,0.516319,0.163059,0.242727,1.02878,24.937656,0.049901,5.658671,0.014321,0.036662,0.590246,NA,0.865411,0.419009,0.282861,1.14415,1.22248,1.631075,0.00315,1.056189,2.174753,2.117585,1.800884,0.061138,0.029828,0.452162,24.937656,0.114353,0.417604,10.55467,0.03368,3.878994,2.196304,0.532253,0.288889,0.650984,0.344927,0.635607,0.002391,2.393192,0.081525,0.036309,NA,NA,0.03537,8.345715,0.055497,1.352493,0.159971,5.14043,9.923433,9.672768,0.20455,12.754948,0.682041,0.022806,9.459667,0.518032,0.498167,0.519966,7.80293,3.066691,0.762472,24.937656,6.452792,1.677063,0.837293,0.044371,1.978392,0.063268,0.044994,0.042694,NA,0.760152,0.172509,0.07366,4.958403,3.520483,1.596395,3.265908,3.257702,23.958919,0.269874,0.771216,0.639203,0.048716,0.241485,2.753942,1.193851,0.614449,2.054227,2.614074,5.848414,0.459226,6.348461,2.40381,3.404935,7.82201,3.622931,6.872909,16.199281,3.646082,10.717397,NA,14.698441,12.054106,4.887349,0.546745,0.019546,0.019121,1.034957,0.78937,9.403499,0.078129,0.008321,0.031614,0.668959,2.102291,9.421591,0.043639,2.716263,1.89433,0.570542,8.127531,1.723916,0.022557,10.701891,0.022665,0.467003,0.163148,1.295441,1.001794,3.044422,1.475259,1.111785,0.11794,0.014055,0.007908,1.07002,7.761179,1.901487,4.0147,0.56939,0.796961,9.581392,0.035278,4.860695,0.153739,0.640599,3.269851,1.487518,1.28218,6.424401,6.083162,5.858419,1.957016,0.78255,0.491189,2.83087,1.811816,0.208877,0.120683,0.176898,0.947053,13.261371,NA,0.657084,0.453892,1.13413,0.99327,2.143758,1.683445,9.314531,0.552834,0.880049,1.835492
DE221,SC,3,0.126829,0.139378,0.173504,0.145874,0.00372,3.793712,0.494916,NA,0.085141,0.023508,0.037566,0.065514,0.007228,0.032286,0.015931,1.470815,0.899979,0.002706,1.963816,1.028676,1.730485,0.044945,0.420706,0.136728,0.230756,0.399207,22.693974,0.064294,3.541464,0.029937,0.04702,0.627348,24.937656,0.862815,0.49702,0.234213,1.154701,0.889017,1.240172,0.003605,1.632105,1.982107,3.757915,1.762413,0.062589,0.029733,0.397121,6.343015,0.091433,0.425685,10.729009,0.054638,2.109694,2.7556,0.513245,0.315433,0.588089,0.373762,0.532991,0.003253,2.869958,0.102833,0.061028,9.839158,6.122901,0.044937,6.645668,0.012764,1.406166,0.225261,7.196044,12.424156,24.937656,0.359943,19.349895,0.536138,0.009172,9.590634,0.635214,0.420759,0.427246,15.538775,2.563166,0.712141,24.937656,6.015762,3.181434,0.571367,0.046182,2.282074,0.059754,0.060013,0.039076,0.285115,0.76754,0.14037,0.063397,3.936412,3.992108,1.187635,2.821022,1.910536,14.225951,0.248346,0.907757,0.905564,0.089228,0.31733,2.007975,0.974236,0.605061,2.280255,2.614193,4.915506,0.305422,7.603922,2.414269,3.812232,4.848098,2.686254,3.124827,15.399285,3.245876,12.318095,NA,NA,10.678253,6.901173,0.756134,0.02165,0.006911,0.253335,0.595415,9.943509,0.06472,0.006647,0.029138,0.587738,1.096045,9.265409,0.050353,2.000093,1.556356,0.553533,7.122681,1.674475,0.014423,NA,0.019094,0.451782,0.122097,1.331403,1.030644,5.470965,1.428507,0.834152,0.125269,0.018038,0.012621,0.961003,7.366585,2.54188,3.440545,0.560952,0.582259,11.099721,0.035662,5.095262,0.149622,0.533632,3.581846,1.427793,0.964151,5.026005,4.20694,3.896108,1.434105,1.0476,0.494633,3.083562,1.454172,0.313588,0.158164,0.19843,0.783205,NA,2.07207,0.595554,0.506549,1.011073,1.033913,2.049364,1.694007,11.428864,0.575001,1.543151,1.274306
DE248,SC,3,0.120047,0.128042,0.199404,0.121405,0.005305,3.619966,0.562972,13.606935,0.052456,0.022404,0.037685,0.066182,0.008334,0.031255,0.015629,1.386585,0.97732,0.001833,1.931193,0.796326,1.661364,0.029971,0.417286,0.072238,0.203049,0.411792,24.937656,0.05688,3.582091,0.017852,0.042157,0.467162,6.184569,0.580658,0.454426,0.262364,1.034003,0.912887,1.584718,0.003145,1.100583,1.794374,3.94642,1.729379,0.053492,0.019369,0.606523,16.121527,0.084103,0.345681,9.205555,0.037042,2.18168,2.03119,0.593969,0.268723,0.637558,0.48005,0.642883,0.004094,4.78521,0.052195,0.044149,9.678658,1.761505,0.039505,5.584383,0.048666,1.372876,0.200943,5.614501,9.36468,9.702586,0.199118,19.424596,0.607823,0.012133,11.793693,0.662255,0.648079,0.648614,8.228905,2.146031,0.657405,24.937656,7.669439,3.152857,0.495423,0.044559,2.218547,0.076928,0.060046,0.058254,NA,1.236883,0.10677,0.082603,2.250862,2.116203,1.368653,2.778677,2.091335,9.386382,0.335265,0.870013,1.007154,0.082358,0.305441,1.945968,1.307581,0.603182,2.540209,2.604634,5.228492,0.332579,7.358593,2.190126,2.552819,5.896635,2.987409,4.723382,13.547642,2.869016,12.28651,NA,22.549562,10.652675,6.810461,0.4475,0.017189,0.008143,0.122546,0.573295,8.070136,0.056833,0.007636,0.028492,0.491903,1.574725,7.220103,0.039267,2.284646,1.487001,0.563904,5.544628,1.204257,0.01704,13.472791,0.021058,0.468794,0.129356,1.205619,0.814019,3.678285,2.378426,1.138713,0.097019,0.014119,0.008762,0.761907,10.933776,1.905886,2.133895,0.563993,0.669252,5.47211,0.030733,5.014168,0.089527,0.6081,1.84023,1.712052,0.823526,6.88539,4.892345,5.306574,1.267477,1.072215,0.372739,2.224323,1.627517,0.177703,0.0965,0.198369,0.530492,11.322169,1.404445,0.539041,0.496349,1.213086,0.902975,1.760084,1.429043,7.947942,0.567424,1.410638,1.438277
DE289,SC,3,0.139595,0.139077,0.213784,0.152393,0.004539,4.283184,0.832153,21.958712,0.074998,0.025784,0.037156,0.072583,0.009292,0.033109,0.028026,1.482291,1.656751,0.00201,2.488943,0.903731,1.819769,0.033726,0.516224,0.178111,0.314577,0.535243,24.937656,0.064788,4.643696,0.020677,0.046761,0.528846,18.6348,0.900851,0.33299,0.233439,1.432251,1.507545,2.062659,0.003581,1.161187,2.234886,3.252194,1.762694,0.075829,0.024455,0.500842,NA,0.096708,0.417089,9.247953,0.038073,2.730976,3.998501,0.834279,0.252283,1.157193,0.394167,0.929665,0.004076,3.984963,0.116562,0.040804,NA,NA,0.044988,5.105883,0.040191,2.05274,0.200962,8.498167,12.738948,6.176276,0.23023,15.354191,0.627129,0.022948,9.854772,0.432043,0.918519,0.658431,11.379085,6.101849,0.748611,NA,7.080849,3.372584,0.683784,0.051634,1.887619,0.067633,0.058274,0.065901,0.225516,0.884571,0.163945,0.116415,3.53803,2.19781,1.592178,2.592225,2.504168,NA,0.385674,0.880457,1.270714,0.093799,0.279059,1.963955,1.613771,0.794277,3.413919,3.046063,5.02601,0.489554,8.305943,3.446971,2.746339,9.429221,3.060276,7.019019,21.170019,3.631623,12.043553,NA,24.937656,10.835913,10.411321,0.881167,0.021435,0.008475,0.624877,0.631216,11.843336,0.071781,0.008261,0.036033,0.548113,1.857483,7.780424,0.056204,2.799906,1.584345,0.631728,6.41198,1.780784,0.02764,5.896508,0.016318,0.754555,0.129448,1.496458,0.909871,5.856831,1.830299,1.244496,0.123047,0.015911,0.009969,0.715037,9.278564,2.240227,3.897114,0.568969,0.68937,10.628228,0.031938,7.166184,0.138434,0.660676,2.054416,1.764682,1.278255,7.286344,6.433899,7.111705,1.960839,1.166432,0.625786,3.148931,2.250714,0.277296,0.187942,0.221502,1.046309,NA,11.650299,0.832648,0.501501,1.330345,1.631073,2.651889,2.198854,10.96675,0.637851,1.384942,1.919869
DE337,SC,3,0.097322,0.153227,0.172608,0.239842,0.004987,4.689012,0.594619,24.555527,0.079034,0.033574,0.041387,0.06616,0.009371,0.03945,0.017172,1.453794,0.97725,0.002212,2.42592,0.87127,1.257201,0.045398,0.416351,0.087821,0.180021,0.497749,19.775084,0.057123,2.475348,0.027364,0.057146,0.520457,9.351749,0.87183,0.356641,0.160482,1.138765,0.657502,1.018588,0.003165,1.610024,1.778344,2.099855,1.346927,0.042022,0.017107,0.490479,NA,0.096613,0.558083,7.139446,0.037499,1.746114,2.785453,0.438445,0.327417,0.592999,0.355386,0.519429,0.002602,2.839355,0.015559,0.048243,9.330619,NA,0.050291,4.933745,0.015916,1.148955,0.177356,4.48921,8.80447,3.64077,0.24147,13.965455,0.490922,0.018047,9.033847,0.362535,0.369538,0.329452,12.03003,3.781439,0.489991,24.937656,6.134165,2.200315,0.47411,0.032348,1.562821,0.048724,0.052723,0.036812,NA,0.675539,0.117651,0.071773,2.261451,2.064092,0.839014,2.753373,1.277795,13.195201,0.173848,0.87126,0.902063,0.039057,1.099985,2.00797,1.210338,0.368575,2.442931,2.001242,4.176574,0.263208,6.12004,1.631828,2.547441,4.277292,2.997413,3.121618,11.798096,3.21036,11.036459,20.813071,12.096688,14.190461,8.51408,0.543636,0.020947,0.006156,0.179637,0.553785,9.425823,0.055773,0.006487,0.022094,0.428166,1.068439,6.572411,0.04798,2.052999,0.971682,0.629459,6.115768,1.530722,0.012863,13.182935,0.014867,0.44163,0.136627,0.886889,1.132148,0.975744,0.94731,0.694546,0.134123,0.017902,0.012813,1.265913,6.288185,2.535992,2.599541,0.51047,0.513056,5.146902,0.02949,4.455176,0.088477,0.412252,1.803828,1.37565,0.627348,5.238061,3.054576,2.256154,1.025089,0.724901,0.294745,2.34291,1.286636,0.242743,0.140551,0.201497,0.748648,12.602709,1.348048,0.475051,0.427814,0.936925,1.132764,1.526113,1.943168,8.62947,0.630179,1.789718,1.729461
DE362,SC,3,0.136227,0.132501,0.249556,0.167214,0.004531,5.172289,0.649865,17.169285,0.061608,0.025608,0.041613,0.066399,0.008335,0.035507,0.021201,1.619287,1.97491,0.001784,3.866031,1.04599,1.928821,0.027014,0.583656,0.176789,0.351855,0.911136,NA,0.065013,4.045778,0.020954,0.051326,0.570212,NA,0.804554,0.41309,0.246534,1.310526,1.40362,1.954461,0.003565,1.318875,2.237061,3.41684,1.774312,0.04991,0.022275,0.493345,23.504418,0.103669,0.479828,10.08784,0.047466,2.029389,3.334647,1.011241,0.314215,0.724049,0.373447,0.73505,0.004556,4.530471,0.050922,0.042886,NA,NA,0.049695,7.855704,0.015794,1.625909,0.199638,6.000359,14.170191,24.937656,0.179253,21.168379,0.733654,0.02104,10.269,1.130779,1.024628,0.649922,11.403129,3.715129,0.78841,NA,10.66844,3.818878,0.669459,0.051791,3.473291,0.063651,0.057888,0.06717,0.25641,1.050504,0.184701,0.092615,5.365677,4.115097,1.606523,3.627427,4.215969,16.693265,0.380929,0.81127,1.141986,0.053744,1.059258,1.94388,1.864533,0.680948,2.04455,3.068751,5.679705,0.476857,6.866025,4.269125,4.762207,8.074891,3.292046,6.643547,21.055173,4.192555,12.270915,NA,NA,12.94955,11.756839,0.880248,0.019936,0.011224,0.778897,0.628838,12.412136,0.078463,0.008429,0.035848,0.747438,1.723855,8.154773,0.042846,2.464173,1.792229,0.662157,8.630451,1.739519,0.02754,9.215079,0.026444,0.793321,0.152248,1.985011,1.018641,16.492688,1.66448,1.106017,0.126696,0.017859,0.01417,0.796542,11.178579,1.952972,4.417879,0.526195,0.661953,9.045438,0.038844,7.349435,0.153324,0.67806,1.905888,1.786096,1.329708,9.156337,8.026206,6.563331,1.604104,1.161289,0.652073,2.969668,2.258301,0.210146,0.129442,0.182986,1.390864,NA,11.526317,0.869579,0.478677,1.375878,1.42325,1.717935,1.026474,9.884039,0.636331,1.529851,2.189374
DE039,ND,4,0.088064,0.177667,0.247155,0.129191,0.003758,7.059013,0.884012,19.913847,0.068927,0.025113,0.031744,0.064755,0.00711,0.030918,0.01363,1.482674,1.238496,0.004434,2.519601,0.934467,1.965363,0.058736,0.569228,0.068746,0.439944,1.214877,21.725234,0.056331,3.381687,0.043749,0.031801,0.614062,NA,1.281497,0.385175,0.225672,1.997394,1.15678,2.263323,0.002817,1.775007,2.224079,3.24471,1.773024,0.04359,0.022114,0.493305,4.236758,0.109453,0.649931,6.936695,0.054257,1.800181,NA,0.791002,0.390416,0.645534,0.646856,0.639704,0.00358,3.969102,0.100791,0.074417,10.623562,0.304592,0.031347,3.69526,0.010027,1.785455,0.22447,17.196583,10.983638,5.249327,0.157354,16.548465,0.339442,0.02927,8.557832,0.181643,0.64509,0.579155,14.65334,2.161378,0.428597,NA,7.800176,4.808804,0.510007,0.125636,1.305944,0.283965,0.04488,0.051592,0.221862,0.894764,0.154944,0.102779,3.634129,2.371912,1.071025,3.937004,3.526423,NA,0.301069,0.978644,1.023679,0.08586,0.242093,2.518683,1.744657,0.867244,3.478857,2.204958,4.405495,0.211054,6.710027,1.330395,3.181955,3.497555,2.396021,2.512412,16.143437,3.644105,12.525237,24.937656,16.379086,9.552255,6.786237,0.951739,0.022802,0.0066,0.693684,0.517573,4.737559,0.088154,0.005618,0.031693,0.479156,0.570029,10.780116,0.061517,3.262201,1.552572,0.496966,4.138771,1.249459,0.011029,6.267329,0.01801,0.426534,0.127153,0.906744,1.009405,0.586667,1.957452,1.40335,0.138567,0.028274,0.011172,1.942014,10.547363,2.738403,5.554081,0.719698,0.404122,10.343965,0.027551,4.688859,0.059451,0.718922,2.038782,1.823778,1.16621,7.669527,3.959484,5.313032,1.829461,1.021687,0.701003,2.226158,1.834562,0.191131,0.254831,0.223972,0.436603,NA,0.769902,0.667713,0.500026,1.748748,1.774518,0.940679,1.341874,10.935605,0.901617,2.986658,1.022112
DE027,ND,4,0.079212,0.158582,0.243758,0.131866,0.00377,6.122074,0.661173,19.911693,0.063167,0.03171,0.031661,0.065551,0.007067,0.031429,0.015304,1.207577,1.197283,0.002471,2.259177,0.671414,1.39588,0.036981,0.521862,0.075393,0.441515,1.045537,19.755518,0.056553,2.677991,0.022079,0.031773,0.594144,NA,0.802044,0.335586,0.161182,2.009645,1.279735,1.814695,0.002817,1.230514,1.996685,2.124508,1.488677,0.048496,0.019818,0.446091,3.386302,0.097067,0.578706,4.764158,0.052329,1.589694,8.351905,0.783557,0.31216,0.643393,0.637975,0.644169,0.003999,4.287727,0.079571,0.051686,7.207608,0.198196,0.024646,3.99743,0.012574,1.730888,0.224166,16.920809,11.780206,4.872409,0.177518,14.42115,0.318638,0.007337,12.444382,0.082347,0.644906,0.581277,14.93062,2.041669,0.454139,NA,7.419762,3.272818,0.622446,0.125825,1.136276,0.281388,0.044688,0.0516,0.203946,0.803472,0.11072,0.092019,3.229645,2.105429,0.88493,3.956755,3.415615,15.089081,0.301565,0.969763,1.15004,0.091625,0.212073,2.24262,1.77483,0.675853,3.429374,1.306572,4.299667,0.199333,6.810511,1.365713,2.395764,3.443648,2.538879,2.609371,15.252117,3.686472,11.933822,21.922989,16.498005,11.996707,12.896082,0.592709,0.017928,0.005257,0.70361,0.507605,4.955468,0.071126,0.005711,0.03127,0.482548,0.462159,10.964598,0.055193,2.618416,1.229675,0.491352,4.167514,1.428395,0.010064,NA,0.017955,0.435292,0.127333,0.809444,1.004991,0.298651,1.815135,1.231032,0.138863,0.031808,0.010016,0.929386,9.181037,2.425878,5.542322,0.56072,0.398236,9.209711,0.024696,5.318312,0.047692,0.718088,2.209583,1.84689,0.936168,6.792438,3.068787,3.207757,1.416061,0.661837,0.64929,2.245557,2.053999,0.243705,0.105036,0.223836,0.418572,13.747645,0.305235,0.76948,0.447077,1.751018,1.393523,0.896433,0.77559,9.658016,0.720182,1.651177,0.917844
DE048,ND,4,0.062648,0.199616,0.178839,0.093544,0.002727,5.700044,0.327481,21.434256,0.088214,0.016071,0.025072,0.058117,0.005647,0.017849,0.010945,1.132229,0.583239,0.002848,2.279062,0.718526,1.417958,0.052297,0.456689,0.033629,0.283084,0.723807,14.156234,0.056617,2.092399,0.035041,0.032014,0.433761,13.696878,0.903405,0.342502,0.254571,1.61321,0.913691,1.979009,0.002228,1.516577,1.996743,2.04987,1.500835,0.034542,0.019831,0.390913,3.182332,0.087393,0.53759,6.176724,0.044533,1.500926,7.344582,0.620105,0.443928,0.581857,0.581216,0.638331,0.002553,3.929687,0.065296,0.059102,3.042473,0.203516,0.031612,3.662798,0.014172,1.388573,0.200098,15.181839,10.79578,5.563939,0.197872,14.785704,0.323351,0.006618,4.92484,0.071147,0.503915,0.461249,12.049378,1.99886,0.22597,NA,7.561331,3.423651,0.447206,0.090059,1.013921,0.321437,0.063473,0.056752,0.229054,0.793434,0.111468,0.06505,4.075068,2.241715,0.863764,3.164085,2.264113,NA,0.21068,0.869979,0.910585,0.083642,0.186541,2.239194,1.527221,0.63176,2.8771,1.561919,3.444697,0.097006,5.040656,0.656998,2.103483,2.102438,1.434821,1.151931,13.774464,3.642088,10.803545,20.514958,24.937656,10.780705,5.778831,0.744207,0.01816,0.004855,0.664375,0.512955,4.121106,0.070765,0.003579,0.03151,0.253836,0.327571,9.697177,0.04463,1.712435,1.251787,0.492176,2.773803,1.274811,0.005159,NA,0.010155,0.354917,0.143344,0.90752,0.803227,0.526874,1.503442,0.944186,0.124814,0.017965,0.010021,1.299869,7.809693,2.195371,4.286914,0.70118,0.283224,9.283427,0.017032,4.528796,0.051607,0.573635,1.794852,1.62254,0.900614,5.365714,2.431314,3.57025,1.535596,0.721747,0.354445,1.987455,1.814234,0.220399,0.227017,0.19997,0.19993,22.847389,0.197297,0.502297,0.438738,1.224641,1.300052,0.975922,1.084009,9.933525,0.643532,1.827677,0.432118
